City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,grand gaube,-20.0064,57.6608,299.37,82,100,0.45,MU,1681499498
367,klaksvik,62.2266,-6.589,279.66,83,100,6.33,FO,1681499723
368,nesbyen,60.5681,9.1027,277.24,96,100,1.53,NO,1681499776
369,maceio,-9.6658,-35.7353,302.84,61,20,4.63,BR,1681499511
370,ridgecrest,35.6225,-117.6709,292.07,27,0,3.09,US,1681499563
371,moron,-34.6534,-58.6198,294.26,46,8,2.0,AR,1681499776
372,tuatapere,-46.1333,167.6833,283.11,87,0,1.83,NZ,1681499459
373,concarneau,47.875,-3.9225,284.31,83,38,8.81,FR,1681499777
374,vammala,61.3333,22.9,276.54,79,18,4.14,FI,1681499777
375,athmallik,20.7219,84.5348,304.29,28,99,1.42,IN,1681499777
376,leningradskiy,69.3833,178.4167,250.51,92,20,2.32,RU,1681499463
377,comodoro rivadavia,-45.8667,-67.5,287.07,41,0,1.54,AR,1681499777
378,vaitape,-16.5167,-151.75,300.16,73,22,3.82,PF,1681499462
379,bathsheba,13.2167,-59.5167,302.49,61,40,8.23,BB,1681499481
380,puerto narino,-3.7703,-70.3831,303.59,67,100,1.04,CO,1681499778
381,sao miguel do araguaia,-13.275,-50.1628,304.05,57,58,2.09,BR,1681499778
382,ornskoldsvik,63.2909,18.7153,275.68,55,45,2.06,SE,1681499511
383,pangnirtung,66.1451,-65.7125,267.26,88,54,1.56,CA,1681499448
384,upata,8.0086,-62.3989,306.45,33,97,2.35,VE,1681499778
385,petropavl,54.8753,69.1628,267.81,47,100,7.58,KZ,1681499778
386,hadishahr,38.8431,45.6635,281.42,49,11,1.86,AZ,1681499778
387,lorengau,-2.0226,147.2712,300.72,81,93,4.77,PG,1681499500
388,kang,-23.6752,22.7876,294.31,20,0,3.7,BW,1681499778
389,yaan,7.3833,8.5667,307.25,31,60,2.28,NG,1681499778
390,gurupa,-1.405,-51.64,303.06,67,97,1.0,BR,1681499778
391,malakal,9.5334,31.6605,307.3,18,48,2.09,SS,1681499778
392,iracoubo,5.4802,-53.2011,301.04,74,100,4.97,GF,1681499779
393,vuktyl,63.8567,57.3094,263.73,97,78,1.82,RU,1681499779
394,hjelset,62.7833,7.4833,283.03,50,75,1.03,NO,1681499779
395,bandarbeyla,9.4942,50.8122,301.56,79,28,5.73,SO,1681499466
396,yima,34.7381,111.8839,285.36,60,0,2.9,CN,1681499779
397,dicabisagan,17.0818,122.4157,298.4,84,99,2.45,PH,1681499779
398,do gonbadan,30.3586,50.7981,287.2,47,0,0.0,IR,1681499779
399,urengoy,65.9667,78.3667,247.99,100,100,2.45,RU,1681499779
400,mugur-aksy,50.35,90.5,270.52,64,100,2.87,RU,1681499779
401,kozhva,65.1073,57.0459,266.37,95,100,2.94,RU,1681499779
402,batagay-alyta,67.8006,130.4114,251.63,84,2,3.04,RU,1681499780
403,bilibino,68.0546,166.4372,249.75,98,63,1.57,RU,1681499454
404,praia,14.9215,-23.5087,299.45,69,40,7.2,CV,1681499780
405,la rioja,42.25,-2.5,283.03,95,100,1.98,ES,1681499780
406,clyde river,70.4692,-68.5914,261.24,82,44,1.9,CA,1681499504
407,fortuna,40.5982,-124.1573,287.0,69,76,1.79,US,1681499497
408,arlit,18.7369,7.3853,304.15,10,100,1.28,NE,1681499464
409,asfi,32.2994,-9.2372,291.32,62,2,10.62,MA,1681499780
410,vestmannaeyjar,63.4427,-20.2734,279.98,69,14,5.25,IS,1681499355
411,wardenburg,53.0667,8.2,284.11,87,43,3.66,DE,1681499780
412,prince albert,53.2001,-105.7677,278.43,78,100,1.9,CA,1681499647
413,pereira barreto,-20.6383,-51.1092,301.33,62,100,1.78,BR,1681499781
414,tezu,27.9167,96.1667,297.16,46,22,1.92,IN,1681499496
415,manali,13.1667,80.2667,302.63,87,100,3.55,IN,1681499781
416,east rockaway,40.6421,-73.6696,307.16,46,75,4.12,US,1681499781
417,sopelana,43.3789,-2.9831,288.92,66,75,8.75,ES,1681499781
418,khasan,42.4308,130.6434,278.49,62,100,1.62,RU,1681499781
419,paita,-5.0892,-81.1144,302.07,68,100,5.34,PE,1681499782
420,el ocotito,17.25,-99.5667,308.38,16,1,3.15,MX,1681499782
421,kargasok,59.0556,80.8572,257.77,94,62,3.46,RU,1681499782
422,alta floresta,-9.8756,-56.0861,297.65,95,100,2.26,BR,1681499451
423,cabedelo,-6.9811,-34.8339,302.52,76,100,5.49,BR,1681499510
424,bonavista,48.6499,-53.1147,272.94,96,99,9.04,CA,1681499442
425,victoria,22.2855,114.1577,298.36,88,71,0.89,HK,1681499164
426,awjilah,29.1081,21.2869,296.87,11,0,3.08,LY,1681499782
427,taoudenni,22.6783,-3.9836,305.42,6,0,4.13,ML,1681499782
428,anisoc,1.8658,10.7689,293.28,98,100,0.3,GQ,1681499782
429,katherine,-14.4667,132.2667,298.33,94,100,2.57,AU,1681499498
430,zaozerne,45.1582,33.2787,283.62,84,100,3.26,UA,1681499782
431,morgan city,29.6994,-91.2068,300.94,45,21,3.76,US,1681499783
432,conceicao da barra,-18.5933,-39.7322,301.4,73,16,5.32,BR,1681499783
433,vallenar,-28.5708,-70.7581,300.19,22,0,4.44,CL,1681499444
434,linqing,36.8456,115.7117,284.85,32,3,2.66,CN,1681499783
435,mangan,27.5167,88.5333,293.73,46,82,3.08,IN,1681499783
436,manzil salim,35.8567,8.4765,285.59,44,100,2.14,TN,1681499783
437,ponta delgada,37.7333,-25.6667,291.55,77,75,4.12,PT,1681499783
438,barcelos,41.5388,-8.6151,288.23,86,81,2.64,PT,1681499514
439,kamyaran,34.7956,46.9355,278.27,83,4,1.67,IR,1681499783
440,enumclaw,47.2043,-121.9915,285.22,61,60,0.89,US,1681499783
441,saint-raymond,45.467,-73.6095,293.78,28,20,6.17,CA,1681499783
442,longyearbyen,78.2186,15.6401,273.06,86,20,1.03,SJ,1681499455
443,banyo,6.75,11.8167,296.46,65,74,3.33,CM,1681499783
444,bozhou,33.8772,115.7703,285.66,70,0,0.42,CN,1681499784
445,ahipara,-35.1667,173.1667,291.1,79,100,7.27,NZ,1681499455
446,nevers,46.9167,3.3333,280.57,99,100,1.54,FR,1681499784
447,tiznit,29.5833,-9.5,294.25,55,0,1.81,MA,1681499784
448,sorland,67.667,12.6934,279.07,72,94,7.82,NO,1681499626
449,bulawayo,-20.15,28.5833,293.57,34,0,3.13,ZW,1681499784
450,seymchan,62.8833,152.4333,251.74,100,96,0.35,RU,1681499451
451,inverell,-29.7833,151.1167,280.99,94,58,1.51,AU,1681499784
452,kaabong,3.4836,34.1492,294.08,66,13,6.23,UG,1681499784
453,ancud,-41.8697,-73.8203,286.73,61,0,2.56,CL,1681499477
454,umm lajj,25.0213,37.2685,298.01,59,99,5.66,SA,1681499447
455,kudat,6.8837,116.8477,299.11,94,40,1.03,MY,1681499784
456,lewiston,44.1003,-70.2148,301.34,22,0,4.63,US,1681499785
457,kirakira,-10.4544,161.9205,299.56,87,100,5.31,SB,1681499519
458,dayong,25.0209,118.2898,297.29,83,100,1.04,CN,1681499785
459,zapolyarnyy,69.4154,30.8136,273.75,83,6,5.01,RU,1681499785
460,skjervoy,70.0311,20.9714,276.15,59,0,4.65,NO,1681499785
461,kungurtug,50.5994,97.5228,267.49,82,100,1.44,RU,1681499785
462,vorobyevka,50.6451,40.9245,275.96,81,100,6.07,RU,1681499785
463,aklavik,68.2191,-135.0107,257.15,66,75,5.66,CA,1681499459
464,porto novo,6.4965,2.6036,301.5,76,100,2.42,BJ,1681499479
465,hamilton,39.1834,-84.5333,299.13,50,40,1.79,US,1681499220
466,oksfjord,70.2396,22.3479,277.25,55,0,3.01,NO,1681499517
467,launceston,-41.45,147.1667,284.45,91,100,1.03,AU,1681499775
468,gambela,8.25,34.5833,301.73,52,35,1.0,ET,1681499786
469,aksarka,66.5606,67.7975,267.34,86,100,6.75,RU,1681499786
470,riyadh,24.6877,46.7219,295.23,24,100,4.78,SA,1681499774
471,ayorou,14.7308,0.9174,307.54,14,95,1.72,NE,1681499786
472,solnechnyy,50.7214,136.6319,268.4,74,100,1.91,RU,1681499500
473,svetlogorsk,52.6333,29.7333,281.64,73,92,3.86,BY,1681499517
474,virginia beach,36.8529,-75.978,295.39,88,100,5.14,US,1681499648
475,nerchinskiy zavod,51.3088,119.61,272.43,79,100,1.16,RU,1681499786
476,lamar,33.6668,-95.5836,300.73,52,0,7.2,US,1681499787
477,north myrtle beach,33.816,-78.68,301.09,79,0,4.63,US,1681499787
478,plettenberg bay,-34.0527,23.3716,286.67,73,3,3.11,ZA,1681499787
479,atar,20.5169,-13.0499,308.1,21,5,3.87,MR,1681499448
480,griffith,41.5284,-87.4237,303.21,32,0,2.57,US,1681499787
481,frutal,-20.0247,-48.9406,300.02,72,50,2.59,BR,1681499787
482,breytovo,58.2993,37.8617,272.5,57,37,4.82,RU,1681499787
483,betanzos,43.2804,-8.2147,288.77,79,40,3.09,ES,1681499787
484,dunedin,-45.8742,170.5036,285.26,89,12,2.68,NZ,1681499493
485,eureka,40.8021,-124.1637,289.08,70,81,1.34,US,1681499452
486,bismarck,46.8083,-100.7837,278.06,75,100,9.26,US,1681499787
487,guymon,36.6828,-101.4816,301.15,10,0,7.72,US,1681499788
488,half moon bay,37.4636,-122.4286,291.51,63,40,6.69,US,1681499457
489,motala,58.5371,15.0365,278.0,92,100,5.23,SE,1681499788
490,roseville,38.7521,-121.288,293.86,46,0,1.34,US,1681499750
491,bongandanga,1.5,21.05,295.13,95,100,1.02,CD,1681499518
492,shemonaikha,50.6328,81.9056,278.24,87,100,3.43,KZ,1681499788
493,gympie,-26.1898,152.665,287.31,96,0,1.19,AU,1681499788
494,tyup,42.7276,78.3648,284.24,40,100,0.62,KG,1681499789
495,puerto parra,6.6515,-74.0573,306.24,69,100,0.41,CO,1681499789
496,kushima,31.4583,131.2333,290.5,98,100,1.38,JP,1681499789
497,clayton,33.5335,-84.3666,294.2,86,75,3.09,US,1681499793
498,bahia blanca,-38.7196,-62.2724,292.49,24,100,3.58,AR,1681499625
499,porto velho,-8.7619,-63.9039,305.18,58,40,2.06,BR,1681499606
500,bosaso,11.2842,49.1816,301.69,75,15,1.61,SO,1681499509
501,marawi,7.9986,124.2928,294.02,93,14,0.55,PH,1681499410
502,joshimath,30.5667,79.5667,286.57,46,14,3.39,IN,1681499793
503,wejherowo,54.6057,18.2356,285.06,81,87,1.79,PL,1681499793
504,mitsamiouli,-11.3847,43.2844,300.62,73,6,3.49,KM,1681499793
505,merauke,-8.4667,140.3333,297.9,90,66,2.11,ID,1681499729
506,kyren,51.6828,102.1408,270.91,60,9,1.94,RU,1681499793
507,sao felix do xingu,-6.6447,-51.995,303.23,66,30,1.55,BR,1681499247
508,baruun-urt,46.6806,113.2792,272.55,52,100,2.9,MN,1681499794
509,mehamn,71.0357,27.8492,272.1,69,0,2.57,NO,1681499496
510,vestmanna,62.1564,-7.1664,278.66,93,100,5.14,FO,1681499794
511,bud,39.447,-86.1758,300.12,58,21,2.15,US,1681499457
512,broome,42.2506,-75.833,303.45,26,0,0.89,US,1681499794
513,khanpur,28.6453,70.6567,305.22,13,0,4.04,PK,1681499794
514,otukpo,7.1913,8.1329,305.53,38,98,2.19,NG,1681499794
515,gariaband,20.635,82.0614,302.76,26,93,1.63,IN,1681499794
516,yatou,37.15,122.3833,283.37,85,95,1.86,CN,1681499794
517,gwadar,25.1216,62.3254,300.11,78,18,4.7,PK,1681499795
518,pointe michel,15.25,-61.3833,301.67,51,20,3.6,DM,1681499795
519,buchanan,5.8808,-10.0467,300.76,81,100,3.63,LR,1681499795
520,ballina,-28.8667,153.5667,288.58,91,12,3.34,AU,1681499795
521,ust-tarka,55.5672,75.705,267.04,66,100,6.18,RU,1681499795
522,jieshi,22.8134,115.8257,296.33,88,1,3.92,CN,1681499795
523,zhigalovo,54.8097,105.1578,267.68,92,13,1.71,RU,1681499795
524,havre-saint-pierre,50.2334,-63.5986,278.76,49,100,6.11,CA,1681499520
525,ajdabiya,30.7554,20.2263,292.24,71,0,5.27,LY,1681499796
526,sioux lookout,50.1001,-91.917,278.19,75,100,5.14,CA,1681499736
527,teahupoo,-17.8333,-149.2667,299.13,63,36,2.06,PF,1681499796
528,spring valley,36.108,-115.245,294.23,16,20,3.6,US,1681499796
529,honiara,-9.4333,159.95,297.87,94,100,0.39,SB,1681499796
530,christiana,-27.914,25.1611,289.0,26,74,4.13,ZA,1681499796
531,jeremie,18.65,-74.1167,300.08,76,48,1.42,HT,1681499797
532,anadyr,64.75,177.4833,249.43,76,0,4.0,RU,1681499449
533,ketchikan,55.3422,-131.6461,279.41,70,100,7.2,US,1681499202
534,pangody,65.85,74.4859,257.16,99,100,0.78,RU,1681499797
535,arcachon,44.5875,-1.0519,286.33,82,100,7.72,FR,1681499797
536,bosobolo,4.1833,19.9,293.9,97,100,0.14,CD,1681499797
537,moerai,-22.4333,-151.3333,297.49,64,2,3.87,PF,1681499503
538,kudahuvadhoo,2.6708,72.8944,301.46,73,100,1.06,MV,1681499797
539,trinidad,-14.8333,-64.9,300.66,85,100,2.16,BO,1681499506
540,hornepayne,49.2138,-84.7705,285.78,71,86,3.6,CA,1681499797
541,labuhan,-6.8844,112.2051,298.11,86,99,4.25,ID,1681499516
542,shakawe,-18.3667,21.85,295.85,35,7,1.95,BW,1681499797
543,cap malheureux,-19.9842,57.6142,298.97,82,100,0.45,MU,1681499455
544,salinopolis,-0.6136,-47.3561,301.74,74,47,3.9,BR,1681499798
545,margate,51.3813,1.3862,281.87,83,100,1.34,GB,1681499798
546,kangaba,11.9333,-8.4167,308.19,12,44,2.22,ML,1681499798
547,abu zabad,12.35,29.25,303.96,12,61,3.44,SD,1681499798
548,storsteinnes,69.2408,19.2344,277.8,76,0,3.16,NO,1681499798
549,grindavik,63.8424,-22.4338,281.41,66,0,5.14,IS,1681499452
550,opuwo,-18.0607,13.84,300.55,30,100,1.86,NA,1681499458
551,san ramon,37.7799,-121.978,290.79,57,0,5.14,US,1681499559
552,boa vista,2.8197,-60.6733,306.14,46,75,4.63,BR,1681499798
553,mayo,38.8876,-76.5119,302.38,52,0,6.69,US,1681499507
554,ngong,-1.3618,36.6566,289.69,86,66,5.13,KE,1681499799
555,saint-augustin,51.226,-58.6502,279.69,49,100,10.31,CA,1681499373
556,mawlaik,23.6333,94.4167,297.97,26,56,0.76,MM,1681499799
557,talnakh,69.4865,88.3972,249.16,98,100,2.97,RU,1681499512
558,rongcheng,30.634,117.8517,291.22,89,99,1.18,CN,1681499799
